"firstname","lastname","employeenumber","attrition","jobdirect","joblevel","numcompaniesworked","totalworkingyears","yearsatcompany","yearsincurrentrole","yearssincelastpromotion","yearswithcurrmanager","jobtitle"
"Karlan","Forstall",789,False,"Marketing","1",1,10,10,7,0,9,"Marketing B2C Product Promotions"
"Shem","Kenwood",791,False,"IT","1",0,5,4,3,1,2,"IT Security External Network"
"William","Kinlock",792,False,"IT","1",3,5,2,2,2,0,"IT Security External Network"
"Rebecca","Galfour",793,False,"Marketing","1",4,11,8,7,1,1,"Marketing B2C Product Promotions"
"Nolana","Antoniak",796,True,"Marketing","1",6,6,4,3,1,2,"Marketing B2C Product Promotions"
"Pamelina","Slocum",797,False,"IT","1",2,10,4,2,1,3,"IT Security Internal Analyst"
"Dorian","Matyushenko",799,False,"IT","1",9,9,5,3,1,4,"IT Planning People Assessment"
"Anallese","Olivetta",800,False,"Marketing","1",0,5,4,2,1,1,"Marketing B2C Product Promotions"
"Jorgan","Gudgin",802,False,"IT","1",0,6,5,3,4,3,"IT Operation Infrastructure Support"
"Aurlie","Grindall",803,False,"IT","1",6,17,15,7,4,12,"IT Planning People Monitoring"
"Hurlee","Gennrich",804,False,"IT","1",1,6,6,5,1,3,"IT Security External Network"
"Cristiano","Jeannard",805,False,"Marketing","1",1,3,3,2,0,2,"Marketing B2C Product Promotions"
"Jarad","Biernat",806,False,"IT","1",3,7,2,2,0,2,"IT Security External Auditor"
"Timmy","Ruperti",807,False,"Marketing","1",1,8,8,7,3,7,"Marketing B2C Product Promotions"
"Che","Georgel",808,False,"Marketing","1",5,6,3,2,1,2,"Marketing B2C Product Promotions"
"Elroy","Whitlock",809,False,"IT","1",1,24,24,7,14,9,"IT Planning Product Assessment"
"Avis","Koppelmann",811,True,"IT","1",1,1,0,0,0,0,"IT Operation Big Data Consultant"
"Jeana","Drabble",812,False,"IT","1",1,1,1,0,0,0,"IT Operation Infrastructure Support"
"Ole","Jankovic",813,False,"IT","1",8,9,5,2,1,4,"IT Security Internal Analyst"
"Evered","Chesser",815,False,"IT","1",5,30,4,3,0,3,"IT Planning Product Assessment"
"Harlie","Grimme",816,True,"IT","1",1,1,1,0,0,0,"IT Operation Big Data Support"
"Rowney","Gilfillan",817,False,"IT","1",0,14,13,9,3,7,"IT Planning Product Innovation"
"Filippo","Kohrt",819,True,"Marketing","1",5,6,3,2,0,2,"Marketing B2C Product Promotions"
"Mariette","Gealy",820,False,"IT","1",1,26,26,14,3,0,"IT Planning Product Monitoring"
"Tommie","Minshull",823,False,"IT","1",0,10,9,7,0,5,"IT Planning People Assessment"
"Anastasia","McTerry",824,False,"IT","1",1,10,10,7,0,7,"IT Operation Infrastructure Support"
"Ted","Vowdon",825,True,"IT","2",7,40,31,15,13,8,"IT Planning People Monitoring"
"Cacilia","Petracek",826,False,"IT","1",3,7,2,2,2,2,"IT Operation Infrastructure Consultant"
"Ashly","Santi",827,False,"IT","1",9,8,4,3,0,2,"IT Planning People Monitoring"
"Belva","De Hooch",828,True,"IT","1",6,5,2,2,2,1,"IT Security External Network"
"Donella","Cunnell",829,False,"Human Resources","1",4,8,5,2,0,4,"HR Organization External Relations"
"Crin","Sextone",830,False,"IT","1",1,14,14,13,6,8,"IT Planning People Monitoring"
"Trueman","Goford",832,False,"IT","1",6,10,1,0,0,0,"IT Planning People Assessment"
"Fanny","Bignold",833,False,"IT","1",5,12,0,0,0,0,"IT Planning People Innovation"
"Arlee","Lingfoot",834,False,"IT","1",1,1,1,0,0,0,"IT Operation Big Data Support"
"Georgi","Larsen",836,False,"IT","1",1,10,9,8,7,8,"IT Security External Network"
"Millisent","Barents",837,False,"Marketing","1",2,13,4,3,1,2,"Marketing B2C Product Promotions"
"Allayne","Melmeth",838,False,"IT","1",1,6,5,2,1,3,"IT Operation Infrastructure Analyst"
"Abdul","Dumphries",840,True,"Marketing","1",1,9,9,8,7,7,"Marketing B2C Product Promotions"
"Drona","Lowten",842,True,"Marketing","1",4,12,9,7,7,3,"Marketing B2C Product Promotions"
"Sophie","OCanavan",843,False,"IT","1",6,22,4,1,1,0,"IT Planning Product Assessment"
"Nobie","Skett",844,False,"IT","1",1,9,9,8,0,8,"IT Planning Product Innovation"
"Vivi","Fintoph",845,False,"IT","1",3,17,8,5,1,6,"IT Planning Product Innovation"
"Taddeo","Jozsef",846,False,"Marketing","1",1,8,8,7,7,5,"Marketing B2C Product Promotions"
"Emanuel","Stripp",847,False,"Human Resources","1",0,4,3,2,0,2,"HR Organization Internal Strategy Planning"
"Anthia","Le Provest",848,True,"IT","1",1,8,8,7,1,7,"IT Operation Big Data Support"
"Angus","Brahams",850,False,"IT","1",1,0,0,0,0,0,"IT Operation Big Data Consultant"
"Ronald","Pfertner",851,False,"Marketing","1",2,29,20,6,4,17,"Marketing B2C Product Promotions"
"Tarrah","Smittoune",852,False,"Marketing","1",9,10,5,2,2,3,"Marketing B2C Product Promotions"
"Leona","Kynnd",854,False,"IT","1",7,6,4,3,0,1,"IT Security Internal Analyst"
"Ameline","Vanichkin",855,False,"Marketing","1",1,9,9,8,0,8,"Marketing B2C Product Promotions"
"Babbette","Tixier",856,False,"IT","1",1,6,6,5,1,1,"IT Operation Infrastructure Analyst"
"Myrtia","Livermore",857,False,"Marketing","1",1,18,18,14,4,11,"Marketing B2C Product Promotions"
"Hilary","Teather",859,False,"Marketing","1",2,8,5,2,0,3,"Marketing B2C Product Promotions"
"Vachel","Tomczykowski",861,False,"IT","1",9,10,5,4,0,3,"IT Security Internal Auditor"
"Tam","Senescall",862,False,"Marketing","1",7,35,5,2,0,4,"Marketing B2C Product Promotions"
"Zorah","Burg",864,False,"Marketing","1",4,18,5,4,0,2,"Marketing B2C Product Promotions"
"Granny","Mish",865,False,"IT","1",5,9,5,3,1,3,"IT Planning People Assessment"
"Kaleena","Eddie",867,False,"IT","1",3,31,9,8,0,0,"IT Planning Product Monitoring"
"Sashenka","Berthot",868,False,"Marketing","1",4,9,1,0,0,0,"Marketing B2C Product Promotions"
"Chad","Sisey",869,False,"Human Resources","1",1,6,5,1,0,4,"HR Organization Internal Strategy Planning"
"Ernesta","Linggard",872,False,"IT","1",6,4,2,2,2,2,"IT Security External Analyst"
"Raimondo","Game",874,False,"IT","1",2,10,3,2,0,2,"IT Operation Infrastructure Support"
"Rebecca","Ezele",875,False,"IT","1",5,8,2,1,2,2,"IT Operation Infrastructure Consultant"
"Myrlene","Dyshart",878,False,"Human Resources","1",0,6,5,4,0,3,"HR Organization Internal Strategy Planning"
"Orren","Evenden",879,False,"Marketing","1",1,5,5,3,0,3,"Marketing B2C Product Promotions"
"Nobe","Reichardt",880,False,"IT","1",1,17,17,14,5,15,"IT Planning Product Innovation"
"Helene","Hanes",881,True,"IT","1",1,10,10,2,7,8,"IT Operation Big Data Consultant"
"Iggy","Cicconetti",882,False,"IT","1",0,NULL,3,0,0,2,"IT Operation Big Data Support"
"Rica","Pomeroy",885,False,"Marketing","1",1,5,5,2,0,3,"Marketing B2C Product Promotions"
"Ellyn","Leirmonth",887,False,"IT","1",2,7,4,2,0,2,"IT Security Internal Auditor"
"Johnathan","McIlwraith",888,False,"IT","1",0,6,5,2,3,4,"IT Security Internal Analyst"
"Hercule","Tokley",889,False,"Marketing","1",1,10,10,8,5,3,"Marketing B2C Product Promotions"
"Torrin","Wilce",893,False,"Marketing","1",0,3,2,2,1,2,"Marketing B2C Product Promotions"
"Maryjo","Tysack",894,False,"IT","1",2,17,5,3,1,3,"IT Planning People Assessment"
"Amby","Bontine",895,False,"IT","1",3,8,6,4,0,2,"IT Operation Big Data Support"
"Griff","Sainer",896,True,"Marketing","1",6,5,3,2,0,2,"Marketing B2C Product Promotions"
"Kellen","Raittie",897,False,"Marketing","1",5,28,2,0,2,2,"Marketing B2C Product Promotions"
"Artemis","Dring",899,False,"IT","1",3,16,13,10,4,8,"IT Planning Product Innovation"
"Saleem","Albertson",900,False,"Marketing","1",5,10,5,4,0,0,"Marketing B2C Product Promotions"
"Zorine","Spieght",901,False,"IT","1",6,33,12,9,3,8,"IT Planning Product Monitoring"
"Cathee","Brockelsby",902,False,"Marketing","1",4,12,5,2,2,2,"Marketing B2C Product Promotions"
"Emelyne","McLelland",903,False,"Marketing","1",0,8,7,6,7,7,"Marketing B2C Product Promotions"
"Francisca","Baseggio",904,False,"Marketing","1",1,10,10,0,0,9,"Marketing B2C Product Promotions"
"Patin","Wilmington",905,False,"IT","1",1,31,31,6,14,7,"IT Planning Product Assessment"
"Cloris","Lennie",909,False,"Human Resources","1",8,13,5,4,0,4,"HR Organization Internal Strategy Planning"
"Boris","Stoppe",910,False,"Human Resources","1",3,7,4,3,0,3,"HR Organization Internal Strategy Planning"
"Tally","Slorach",911,True,"IT","1",1,1,1,0,0,1,"IT Operation Infrastructure Support"
"Kellie","Macia",912,False,"IT","1",6,8,4,3,0,3,"IT Operation Infrastructure Analyst"
"Westley","Giddy",913,False,"IT","1",1,8,8,7,7,1,"IT Operation Infrastructure Analyst"
"Jillie","Gipp",916,False,"Marketing","1",1,4,4,2,0,2,"Marketing B2C Product Promotions"
"Rancell","Dougherty",918,True,"IT","1",9,3,1,0,0,0,"IT Operation Infrastructure Consultant"
"Shamus","Vosse",920,False,"IT","1",4,4,1,0,0,0,"IT Security External Analyst"
"Dori","Coolson",922,True,"Marketing","1",1,2,2,2,0,2,"Marketing B2C Product Promotions"
"Filberte","Lahiff",923,True,"IT","1",1,1,1,0,0,0,"IT Operation Infrastructure Support"
"Fidela","Swanbourne",924,False,"Marketing","1",0,17,16,8,4,11,"Marketing B2C Product Promotions"
"Ariella","Snoad",925,False,"Marketing","1",1,3,3,2,1,2,"Marketing B2C Product Promotions"
"Barbaraanne","Bice",926,True,"IT","1",0,4,3,2,0,2,"IT Security External Auditor"
"Marion","Greim",927,True,"IT","1",4,10,7,7,1,0,"IT Operation Infrastructure Support"
"Leroy","Charrington",930,False,"IT","1",5,6,2,2,2,2,"IT Operation Infrastructure Consultant"
"Merry","Guys",932,True,"IT","1",7,8,2,2,2,2,"IT Operation Infrastructure Consultant"
"Brice","Sambath",933,False,"IT","1",1,1,1,1,0,0,"IT Operation Big Data Support"
"Alva","Truggian",934,False,"IT","1",1,1,1,0,1,0,"IT Operation Big Data Consultant"
"Ronald","Bennetto",936,False,"Marketing","1",7,10,5,4,0,3,"Marketing B2C Product Promotions"
"Luciano","Martindale",939,False,"IT","1",3,6,3,2,0,2,"IT Operation Infrastructure Support"
"Brianne","Hollows",940,False,"Marketing","1",2,24,6,0,0,4,"Marketing B2C Product Promotions"
"Rodge","Soda",941,False,"Marketing","1",3,13,7,7,5,2,"Marketing B2C Product Promotions"
"Beau","Durante",942,False,"Marketing","1",1,10,10,6,0,7,"Marketing B2C Product Promotions"
"Wainwright","Kimberley",944,False,"IT","1",4,29,26,9,1,7,"IT Planning People Innovation"
"Kerwinn","Levee",945,False,"IT","1",4,13,0,0,0,0,"IT Operation Big Data Support"
"Shari","Maulkin",947,False,"Marketing","1",1,9,9,8,0,0,"Marketing B2C Product Promotions"
"Giulietta","Troubridge",949,False,"IT","1",2,8,6,2,0,1,"IT Security External Analyst"
"Maggie","Winchcomb",950,False,"IT","1",1,15,15,12,5,11,"IT Planning Product Monitoring"
"Alane","Hincham",951,False,"IT","1",6,5,3,0,0,2,"IT Operation Big Data Support"
"Lura","McMichan",952,True,"Marketing","1",1,1,1,0,0,0,"Marketing B2C Product Promotions"
"Nikkie","Denver",954,False,"Marketing","1",2,11,1,0,0,0,"Marketing B2C Product Promotions"
"Hanson","Toplis",956,False,"Marketing","1",1,7,7,7,0,7,"Marketing B2C Product Promotions"
"Ronna","Cridlon",957,False,"IT","1",2,20,18,13,2,17,"IT Security External Analyst"
"Lucinda","Ghiraldi",958,False,"IT","1",4,16,11,8,3,9,"IT Operation Infrastructure Consultant"
"Garold","Fletcher",959,True,"Marketing","1",1,1,1,0,0,0,"Marketing B2C Product Promotions"
"Harper","Doeg",960,True,"IT","1",1,1,1,0,0,0,"IT Security Internal Network"
"Corine","OMullaney",961,False,"Marketing","1",0,10,9,7,8,5,"Marketing B2C Product Promotions"
"Gussi","Yvens",964,False,"IT","1",8,3,1,1,0,0,"IT Security Internal Auditor"
"Gabriela","Brownsell",966,False,"IT","1",1,8,8,7,6,3,"IT Planning People Monitoring"
"Hanan","Ech",967,True,"Marketing","1",1,16,16,7,3,7,"Marketing B2C Product Promotions"
"Petey","Dainty",969,False,"Marketing","1",0,6,5,0,1,4,"Marketing B2C Product Promotions"
"Lisabeth","Emanulsson",970,True,"Marketing","1",5,17,14,1,11,7,"Marketing B2C Product Promotions"
"Aurea","Winger",972,False,"IT","1",1,9,9,7,0,8,"IT Security External Network"
"Anatole","Kwietek",974,False,"Marketing","1",1,3,3,1,0,2,"Marketing B2C Product Promotions"
"Hadlee","McVee",975,False,"Marketing","1",1,5,5,2,1,0,"Marketing B2C Product Promotions"
"Giselle","Baylie",976,False,"IT","1",2,26,9,8,7,8,"IT Planning Product Assessment"
"Gibby","Meatcher",977,True,"IT","1",4,7,1,0,0,0,"IT Operation Infrastructure Consultant"
"Baldwin","Bedingfield",981,False,"Marketing","1",6,22,17,13,15,2,"Marketing B2C Product Promotions"
"Evelina","Bernon",982,False,"Marketing","1",5,10,8,4,7,7,"Marketing B2C Product Promotions"
"Yalonda","Kareman",983,False,"Marketing","1",1,6,5,3,1,3,"Marketing B2C Product Promotions"
"Lorrie","Kelway",984,False,"Marketing","1",6,12,10,9,0,8,"Marketing B2C Product Promotions"
"Jamison","Lighten",985,False,"Marketing","1",0,9,8,7,0,7,"Marketing B2C Product Promotions"
"Papagena","Sergean",986,True,"Marketing","1",4,22,1,0,0,0,"Marketing B2C Product Promotions"
"Suzann","Furst",987,False,"IT","1",1,20,19,10,2,7,"IT Security External Analyst"
"Ninetta","Warratt",990,False,"Marketing","1",4,12,7,7,0,7,"Marketing B2C Product Promotions"
"Coreen","Pethrick",991,True,"IT","1",0,4,3,2,1,2,"IT Operation Big Data Support"
"Rhoda","Bentham",992,False,"Marketing","1",1,10,10,8,6,0,"Marketing B2C Product Promotions"
"Barton","Dunge",994,True,"IT","1",6,3,0,0,0,0,"IT Operation Infrastructure Consultant"
"Keefe","Ashard",995,False,"IT","1",3,5,3,2,0,2,"IT Security Internal Auditor"
"Leigha","Rusk",996,False,"IT","1",3,8,5,3,0,2,"IT Operation Big Data Support"
"Debbie","Mucklow",997,False,"IT","1",9,32,5,4,1,3,"IT Planning Product Assessment"
"Kort","Ridger",998,False,"Marketing","1",1,6,6,5,1,2,"Marketing B2C Product Promotions"
"Jethro","Hendriksen",999,False,"IT","2",2,21,18,16,0,11,"IT Security Internal Network"
"Ricard","Culshaw",1001,False,"IT","1",9,4,2,2,2,2,"IT Operation Infrastructure Support"
"Bren","Alliott",1002,False,"IT","1",1,9,9,8,0,8,"IT Security Internal Auditor"
"Marlo","Villa",1003,False,"Marketing","1",1,9,9,0,0,7,"Marketing B2C Product Promotions"
"Zebulen","Antram",1004,True,"IT","1",4,7,5,2,0,1,"IT Operation Big Data Analyst"
"Park","Blagden",1005,False,"IT","1",3,22,12,11,1,5,"IT Planning Product Monitoring"
"Fransisco","Gelling",1006,False,"IT","1",0,3,2,1,0,2,"IT Operation Infrastructure Analyst"
"Fara","Cotty",1007,False,"IT","1",6,13,8,7,0,7,"IT Planning Product Innovation"
"Lorilyn","Chilvers",1009,False,"IT","1",1,5,4,2,3,2,"IT Security External Network"
"Dagmar","Agron",1010,True,"IT","1",1,5,4,2,0,2,"IT Security Internal Auditor"
"Terrijo","Sanches",1011,False,"IT","1",1,4,4,3,0,3,"IT Security External Auditor"
"Aldus","Discombe",1012,False,"IT","1",1,0,0,0,0,0,"IT Operation Big Data Consultant"
"Tony","Storm",1013,False,"IT","1",8,22,10,7,0,8,"IT Planning Product Innovation"
"Lucita","McHarry",1014,False,"Marketing","1",1,16,16,10,10,1,"Marketing B2B Strategy Planning"
"Hobey","Krochmann",1015,False,"IT","1",0,NULL,8,7,1,7,"IT Planning Product Innovation"
"Lenee","Oldam",1016,True,"IT","1",1,1,1,0,0,0,NULL
"Papagena","Hessentaler",1017,True,"IT","1",0,4,3,2,1,2,"IT Operation Infrastructure Consultant"
"Early","Arnson",1018,False,"IT","1",1,8,8,7,1,3,"IT Planning People Assessment"
"Nessie","Pero",1019,False,"IT","1",1,4,4,3,1,1,"IT Operation Infrastructure Consultant"
"Haily","Pattini",1022,False,"Marketing","1",2,19,2,2,2,2,"Marketing B2B Strategy Planning"
"Ardys","Kindley",1024,False,"Marketing","1",7,27,15,11,4,8,"Marketing B2B Strategy Planning"
"Donni","Tomney",1025,False,"IT","1",6,8,2,2,2,1,"IT Security External Analyst"
"Glenda","Roscher",1026,False,"IT","1",1,21,21,6,11,8,"IT Planning Product Innovation"
"Raina","Bulfit",1027,False,"IT","1",0,4,3,2,2,2,"IT Security External Network"
"Fabien","Zeale",1028,False,"IT","1",1,3,3,2,1,2,"IT Security External Auditor"
"Hilary","Tembey",1029,False,"Marketing","2",6,21,1,0,0,0,"Marketing B2B Strategy Planning"
"Nolan","Baribal",1030,False,"IT","1",4,8,1,0,0,0,"IT Operation Infrastructure Consultant"
"Ange","Robb",1032,False,"IT","1",3,30,5,3,4,3,"IT Planning Product Monitoring"
"Fern","MacAdie",1033,True,"Marketing","1",5,15,1,0,0,0,"Marketing B2B Strategy Planning"
"Jan","Roskams",1034,False,"Marketing","1",3,17,8,7,6,7,"Marketing B2B Strategy Planning"
"Wrennie","Maker",1035,False,"IT","4",1,21,21,16,5,10,"IT Operation"
"Red","Boissier",1036,False,"Marketing","1",8,19,1,0,0,0,"Marketing B2B Strategy Planning"
"Esther","Madgett",1037,True,"Marketing","1",8,7,2,2,2,2,"Marketing B2B Strategy Planning"
"Simona","Geane",1038,True,"Marketing","4",1,33,32,14,6,9,"Marketing B2B"
"Estrella","Proughten",1039,False,"Marketing","1",3,23,12,11,11,11,"Marketing B2B Strategy Planning"
"Evan","Critch",1040,False,"Marketing","1",0,19,18,7,0,13,"Marketing B2B Strategy Planning"
"Royall","Peagrim",1042,True,"IT","1",1,NULL,17,13,15,14,"IT Operation Infrastructure Support"
"Galvin","Jaynes",1043,False,"IT","1",1,21,21,6,2,8,"IT Planning Product Innovation"
"Filmore","Crean",1044,False,"Marketing","1",0,3,2,2,2,2,"Marketing B2B Strategy Planning"
"Pebrook","Maass",1045,False,"Marketing","2",3,26,9,3,1,1,"Marketing B2B Strategy Accelerations"
"Jeni","Frankling",1046,False,"IT","1",9,10,8,7,7,7,"IT Security External Auditor"
"Fielding","Harnett",1047,False,"Marketing","1",0,NULL,15,1,0,9,"Marketing B2B Strategy Planning"
"Erin","Esherwood",1048,False,"Marketing","1",3,14,6,4,0,4,"Marketing B2B Strategy Planning"
"Deni","Ingleton",1049,False,"Human Resources","1",1,6,6,3,0,4,"HR Organization Internal Strategy Planning"
"Byram","Orr",1050,False,"Marketing","1",2,30,15,7,6,12,"Marketing B2B Strategy Planning"
"Kizzee","Duchenne",1052,True,"IT","1",7,9,1,0,0,0,"IT Security External Analyst"
"Waldo","Beglin",1053,True,"IT","1",6,6,3,2,1,2,NULL
"Niki","Duckhouse",1055,False,"Marketing","1",1,1,1,1,0,0,"Marketing B2B Strategy Planning"
"Dora","Slora",1056,False,"Marketing","1",1,1,1,0,0,0,"Marketing B2B Strategy Planning"
"Ingunna","Thirst",1060,False,"IT","1",3,8,2,2,2,2,"IT Operation Infrastructure Support"
"Merola","McGurn",1061,False,"IT","2",2,29,8,1,7,7,"IT Planning People Innovation"
"Ella","Binch",1062,False,"Marketing","1",3,8,4,3,0,1,"Marketing B2B Strategy Planning"
"Margo","Major",1066,False,"Marketing","1",1,8,7,7,7,5,"Marketing B2B Strategy Planning"
"Worthy","Toppas",1068,False,"IT","1",1,5,5,3,1,3,"IT Operation Big Data Consultant"
"Alfredo","Howood",1069,False,"IT","3",9,23,2,2,2,2,"IT Operation Big Data"
"Alecia","Kopelman",1070,False,"Marketing","1",6,13,9,4,7,0,"Marketing B2B Strategy Planning"
"Leontyne","Windley",1071,False,"IT","1",2,18,5,4,0,3,"IT Security Internal Network"
"Rip","Ashburne",1073,False,"IT","1",0,15,14,8,7,8,"IT Planning People Innovation"
"Jermayne","Ragbourn",1074,False,"IT","1",7,31,9,7,6,2,"IT Planning Product Monitoring"
"Shadow","Welbeck",1076,False,"Marketing","1",5,18,1,0,0,0,"Marketing B2B Strategy Planning"
"Tremaine","Kingswood",1077,True,"Marketing","1",1,2,2,2,0,2,"Marketing B2B Strategy Planning"
"Edgar","Maughan",1079,True,"IT","1",1,1,1,0,1,0,"IT Operation Big Data Consultant"
"Tootsie","Colyer",1080,False,"IT","1",8,19,16,13,1,7,"IT Security External Network"
"Ali","Peron",1081,True,"IT","1",9,18,10,0,2,7,"IT Operation Infrastructure Consultant"
"Maggie","Traite",1082,True,"Marketing","1",1,10,10,7,1,9,"Marketing B2B Strategy Planning"
"Alta","Kirkhouse",1083,False,"IT","1",1,6,5,3,1,3,NULL
"Jeanne","Marcu",1084,False,"IT","1",0,7,6,2,0,2,"IT Planning People Innovation"
"Ailyn","Crannis",1085,False,"IT","1",1,10,10,6,0,8,"IT Security Internal Analyst"
"Teddi","OConnell",1088,False,"Marketing","1",0,20,19,9,1,9,"Marketing B2B Strategy Planning"
"Keeley","Toffel",1092,False,"Marketing","1",4,14,11,10,11,1,"Marketing B2B Strategy Planning"
"Jarrid","Lembrick",1094,False,"IT","1",1,3,3,2,1,2,"IT Security External Analyst"
"Iorgo","Coverdill",1096,False,"IT","1",3,23,3,2,1,2,"IT Planning Product Innovation"
"Carver","Nussen",1097,False,"IT","1",3,10,8,7,1,7,"IT Security Internal Auditor"
"Theda","Major",1098,True,"Human Resources","2",9,24,20,6,3,6,"HR People Recruitment Application Sourcing"
"Federica","Dowley",1099,False,"Marketing","1",4,9,3,2,1,2,"Marketing B2B Strategy Planning"
"Mag","Louth",1100,True,"Marketing","1",0,9,8,7,4,7,"Marketing B2B Strategy Planning"
"Bale","Scneider",1101,True,"IT","1",1,14,13,7,3,8,"IT Security External Network"
"Dion","Waywell",1102,False,"IT","1",1,4,4,2,2,2,"IT Operation Big Data Analyst"
"Livvie","Le Noury",1103,False,"Marketing","1",0,7,6,2,0,4,"Marketing B2B Strategy Planning"
"Cortie","Halpen",1105,False,"Marketing","1",2,8,1,0,0,0,"Marketing B2B Strategy Planning"
"Griffith","Crapper",1106,True,"IT","1",1,7,7,7,5,6,"IT Security Internal Auditor"
"Ula","Munkley",1107,True,"IT","1",1,1,1,1,0,0,"IT Operation Infrastructure Consultant"
"Felecia","Becket",1108,True,"IT","1",4,5,2,2,2,2,"IT Operation Big Data Support"
"Pierre","McGoon",1109,False,"IT","1",0,23,22,6,13,7,"IT Planning Product Assessment"
"Claudette","Jacquet",1111,True,"IT","1",1,1,1,0,0,0,"IT Operation Infrastructure Analyst"
"Mariana","Hamberston",1113,True,"Marketing","1",3,5,0,0,0,0,"Marketing B2B Strategy Planning"
"Reamonn","Leadley",1114,False,"Marketing","1",0,4,3,2,0,2,"Marketing B2B Strategy Planning"
"Ambrose","McElory",1115,False,"IT","1",3,6,0,0,0,0,"IT Security Internal Network"
"Sosanna","Davidow",1116,False,"IT","1",2,27,5,4,2,1,"IT Planning Product Assessment"
"Roch","Povele",1117,False,"Marketing","1",1,15,15,10,4,12,"Marketing B2B Strategy Planning"
"Goldina","Autry",1118,False,"Marketing","1",7,18,8,6,4,0,"Marketing B2B Strategy Planning"
"Zitella","Rubinsztein",1119,False,"Marketing","1",0,9,8,7,2,7,"Marketing B2B Strategy Planning"
"Bernhard","Citrine",1120,False,"IT","1",4,11,7,5,1,7,"IT Operation Infrastructure Consultant"
"Geoffry","Maltby",1121,False,"IT","1",0,10,9,7,1,7,"IT Planning People Innovation"
"Nicolas","Pargeter",1124,False,"Marketing","1",3,23,12,9,4,9,"Marketing B2B Strategy Planning"
"Osgood","McAughtrie",1125,False,"Marketing","1",7,10,1,0,0,0,"Marketing B2B Strategy Planning"
"Bryanty","Saunderson",1126,False,"IT","1",8,18,8,7,0,1,"IT Planning Product Innovation"
"Thorstein","Beddo",1127,True,"Marketing","1",7,21,18,7,11,5,"Marketing B2B Strategy Planning"
"Larina","Westnage",1128,False,"IT","3",1,21,20,7,4,9,"IT Operation Infrastructure"
"Malva","Zanini",1131,False,"IT","1",1,2,2,2,2,2,NULL
"Petronille","Starbuck",1132,False,"IT","1",9,9,5,4,0,3,"IT Planning People Innovation"
"Marylou","McReynold",1133,False,"IT","1",2,18,11,9,0,9,"IT Planning People Innovation"
"Sonia","Katz",1135,False,"Marketing","1",0,3,2,2,2,2,"Marketing B2B Strategy Planning"
"Rene","Wantling",1136,False,"IT","1",0,6,5,3,0,4,"IT Security Internal Analyst"
"Harman","Swaisland",1137,False,"Marketing","1",1,5,5,2,0,2,"Marketing B2B Strategy Planning"
"Bill","Sygroves",1138,False,"Marketing","1",6,22,9,8,2,3,"Marketing B2B Strategy Planning"
"Kristoffer","Hull",1140,False,"IT","1",2,5,3,2,0,2,"IT Security External Auditor"
"Francklin","Antoniewicz",1143,False,"IT","1",0,8,7,5,1,1,"IT Security Internal Analyst"
"Maddy","Duckwith",1148,False,"IT","1",4,16,1,0,0,0,"IT Security External Network"
"Annadiane","Densell",1150,False,"IT","1",1,10,10,7,1,2,"IT Security External Analyst"
"Lotte","Saffin",1152,False,"Human Resources","1",1,7,7,6,5,0,"HR Organization Internal Evaluations"
"Mirelle","Cobbing",1154,False,"IT","1",1,3,3,1,0,2,"IT Operation Infrastructure Support"
"Grier","Lougheid",1156,True,"IT","1",1,0,0,0,0,0,"IT Operation Big Data Consultant"
"Maribel","De Bruin",1157,True,"Marketing","1",0,6,5,2,0,3,"Marketing B2B Strategy Planning"
"Boyce","Viles",1158,False,"IT","1",3,6,1,0,0,0,"IT Security External Analyst"
"Dionysus","Burg",1160,True,"IT","1",1,2,2,2,2,2,"IT Operation Infrastructure Analyst"
"Jobey","Bradlaugh",1161,False,"Marketing","1",7,9,6,2,1,3,"Marketing B2B Strategy Planning"
"Barrett","Tembey",1162,False,"IT","1",1,4,4,2,2,2,"IT Operation Infrastructure Analyst"
"Livy","Orteau",1163,False,"Marketing","1",1,6,6,5,1,3,"Marketing B2B Strategy Planning"
"Farris","Shakesby",1164,False,"Human Resources","1",1,6,5,4,1,4,"HR Organization Internal Evaluations"
"Mariska","Gaffon",1165,True,"Marketing","1",1,11,11,8,3,10,"Marketing B2B Strategy Planning"
"Robb","Wallbridge",1166,False,"IT","1",9,20,18,7,2,13,"IT Planning Product Monitoring"
"Lori","Ballaam",1167,True,"Marketing","1",0,22,21,9,13,14,"Marketing B2B Strategy Planning"
"Wally","Westnage",1171,False,"Marketing","1",7,9,6,4,1,5,"Marketing B2B Strategy Planning"
"Filberto","Coppins",1172,False,"IT","1",6,10,8,0,1,7,"IT Operation Big Data Analyst"
"Alyce","Gronauer",1173,False,"IT","1",8,6,4,3,1,2,"IT Security Internal Auditor"
"Worth","Joinson",1175,True,"IT","1",1,1,1,1,0,0,"IT Operation Infrastructure Consultant"
"Shannon","Wootton",1177,False,"IT","1",1,8,8,7,0,7,"IT Security External Network"
"Cecily","Burlay",1179,False,"Marketing","1",1,10,10,3,1,4,"Marketing B2B Strategy Planning"
"Jedidiah","Le Estut",1180,False,"IT","1",3,16,1,1,0,0,"IT Security External Network"
"Carley","Camoletto",1182,False,"IT","1",2,15,7,7,6,4,"IT Planning Product Innovation"
"Byran","Godbehere",1184,False,"Marketing","1",0,14,13,9,4,9,"Marketing B2B Strategy Planning"
"Kerri","Mackleden",1185,False,"IT","1",1,2,2,2,2,2,"IT Operation Big Data Support"
